Postcode,Latitude,Longitude
RG26 5,51.3363,-1.11486
RG26 6,51.3517,-1.13755
RG26 9,51.3472,-1.14874
RG27 0,51.3242,-0.96669
RG27 7,51.3291,-0.962203
RG27 8,51.2984,-0.913266
RG27 9,51.2825,-0.963831
RG28 7,51.2348,-1.33107
RG28 8,51.2302,-1.34401
RG28 9,51.2368,-1.30384
RG29 1,51.2489,-0.947476
RG30 1,51.4594,-0.998809
RG30 2,51.4543,-1.00105
RG30 3,51.4369,-1.01539
RG30 4,51.4544,-1.02319
RG30 6,51.4632,-1.02102
RG30 9,51.4602,-0.991882
RG31 4,51.4485,-1.04523
RG31 5,51.4582,-1.04491
RG31 6,51.4687,-1.03928
RG31 7,51.4439,-1.03228
RG40 1,51.4138,-0.826835
RG40 2,51.4085,-0.829918
RG40 3,51.3866,-0.83227
RG40 4,51.3832,-0.861979
RG40 5,51.4234,-0.822695
RG40 9,51.4109,-0.835548
RG41 1,51.4204,-0.847698
RG41 2,51.4076,-0.843839
RG41 3,51.4133,-0.855211
RG41 4,51.4021,-0.860178
RG41 5,51.4256,-0.869954
RG42 1,51.42,-0.768694
RG42 2,51.4237,-0.75466
RG42 3,51.4234,-0.734337
RG42 4,51.4259,-0.782112
RG42 5,51.4387,-0.779661
RG42 6,51.4381,-0.733035
RG42 7,51.425,-0.722578
RG42 9,51.4159,-0.769283
RG45 6,51.3805,-0.806193
RG45 7,51.3721,-0.796167
RG45 9,51.4115,-0.825234
RH1 1,51.2414,-0.168076
RH1 2,51.2481,-0.165023
RH1 3,51.257,-0.149687
RH1 4,51.2386,-0.134679
RH1 5,51.2142,-0.155789
RH1 6,51.2332,-0.172041
RH1 9,51.2406,-0.164675
RH2 0,51.2432,-0.195106
RH2 2,51.2406,-0.203674
RH2 7,51.2322,-0.197832
RH2 8,51.2229,-0.214544
RH2 9,51.2427,-0.208984
RH3 7,51.2328,-0.284646
RH4 1,51.2355,-0.329699
RH4 2,51.2263,-0.32977
RH4 3,51.2262,-0.347018
RH4 9,51.2338,-0.328937
RH5 4,51.205,-0.32235
RH5 5,51.1627,-0.336765
RH5 6,51.2229,-0.37092
RH6 0,51.1617,-0.182026
RH6 6,51.1719,-0.164586
RH6 7,51.1709,-0.165821
RH6 8,51.1795,-0.172582
RH6 9,51.1725,-0.145511
RH7 6,51.1744,-0.0179959
RH7 7,,
RH7 9,51.174,-0.019761
RH8 0,51.2547,0.00541656
RH8 8,51.2576,-0.00582825
RH8 9,51.2481,-0.00622593
RH9 8,51.237,-0.0768426
RH10 0,51.117,-0.188183
RH10 1,51.1171,-0.179759
RH10 2,51.1281,-0.177801
RH10 3,51.1308,-0.141254
RH10 4,51.1172,-0.11347
RH10 5,51.1029,-0.182597
RH10 6,51.1088,-0.179486
RH10 7,51.112,-0.155821
RH10 8,51.1227,-0.18191
RH10 9,51.1287,-0.178796
RH11 0,51.1219,-0.211221
RH11 6,51.1056,-0.22234
RH11 7,51.1223,-0.196042
RH11 8,51.1089,-0.207617
RH11 9,51.0991,-0.201549
RH12 0,51.0997,-0.240153
RH12 1,51.0632,-0.332712
RH12 2,51.0706,-0.32938
RH12 3,51.0812,-0.383877
RH12 4,51.0827,-0.299159
RH12 5,51.0785,-0.316315
RH12 9,51.0673,-0.321729
RH13 0,51.05,-0.378898
RH13 5,51.0644,-0.315143
RH13 6,51.0545,-0.296552
RH13 7,51.0387,-0.360567
RH13 8,50.9859,-0.317725
RH13 9,51.0326,-0.343869
RH14 0,51.0443,-0.517837
RH14 4,51.023,-0.451937
RH14 9,51.0212,-0.450899
RH15 0,50.9559,-0.122017
RH15 5,50.9541,-0.154062
RH15 8,50.9608,-0.1393
RH15 9,50.9542,-0.144508
RH16 1,51.0075,-0.105895
RH16 2,51.0096,-0.084831
RH16 3,51.0013,-0.0964523
RH16 4,50.9934,-0.106438
RH16 9,51.0059,-0.104443
RH17 1,51.0134,-0.096852
RH17 5,51.0046,-0.160262
RH17 6,51.0479,-0.138325
RH17 7,51.0101,-0.0514046
RH18 5,51.1008,0.0250759
RH19 1,51.128,-0.0190764
RH19 2,51.137,-0.0237203
RH19 3,51.1271,0.00330237
RH19 4,51.1122,-0.0176947
RH19 9,51.1259,-0.009736
RH20 1,50.9528,-0.535666
RH20 2,50.9531,-0.479844
RH20 3,50.926,-0.425291
RH20 4,50.9173,-0.451643
RH20 5,,
RH20 6,50.9574,-0.50282
RH20 9,50.9181,-0.45446
RH77 1,51.1388,-0.169779
RM1 1,51.5768,0.179123
RM1 2,51.5731,0.187559
RM1 3,51.5773,0.183105
RM1 4,51.5896,0.179373
RM2 5,51.5814,0.194304
RM2 6,51.5838,0.204966
RM3 0,51.595,0.231299
RM3 3,51.6055,0.223866
RM3 7,51.606,0.212863
RM3 8,51.602,0.220065
RM3 9,51.6072,0.231242
RM4 1,51.6331,0.161645
RM5 2,51.6012,0.159664
RM5 3,51.5955,0.169838
RM6 4,51.5721,0.126354
RM6 5,51.5816,0.134615
RM6 6,51.573,0.141646
RM7 0,51.566,0.173345
RM7 1,51.5704,0.170897
RM7 7,51.5792,0.170665
RM7 8,51.5872,0.160912
RM7 9,51.5735,0.167322
RM8 1,51.5632,0.13762
RM8 2,51.5517,0.121497
RM8 3,51.5566,0.135404
RM9 4,51.5388,0.120695
RM9 5,51.5487,0.140199
RM9 6,51.5346,0.141039
RM9 9,51.5537,0.142279
RM10 7,51.5543,0.156281
RM10 8,51.5447,0.157259
RM10 9,51.5372,0.155846
RM11 1,51.5661,0.20712
RM11 2,51.5762,0.218785
RM11 3,51.5674,0.229212
RM12 3,51.5613,0.194293
RM12 4,51.5581,0.202884
RM12 5,51.5465,0.202345
RM12 6,51.5541,0.219887
RM12 9,51.5619,0.216355
RM13 0,51.5168,0.192137
RM13 7,51.5341,0.190553
RM13 8,51.5232,0.180951
RM13 9,51.5184,0.202823
RM14 1,51.5652,0.262513
RM14 2,51.5509,0.24516
RM14 3,51.5524,0.28075
RM14 9,51.5523,0.24662
RM15 4,51.5022,0.253198
RM15 5,51.5097,0.282542
RM15 6,51.5146,0.293005
RM15 9,51.5097,0.281129
RM16 1,51.4811,0.270416
RM16 2,51.4941,0.33488
RM16 3,51.5044,0.364563
RM16 4,51.4858,0.366176
RM16 5,51.4981,0.303621
RM16 6,51.4866,0.305385
RM17 5,51.4829,0.325472
RM17 6,51.4767,0.329582
RM17 9,51.4794,0.321207
RM18 7,51.4625,0.352943
RM18 8,51.4711,0.382453
RM19 1,51.4825,0.252196
RM20 1,51.486,0.276779
RM20 2,51.4863,0.283503
RM20 3,51.4778,0.279454
RM20 4,51.4773,0.300093
RM50 1,51.5703,0.170637
RM50 2,51.5703,0.170637
RM50 4,51.5703,0.170637
S1 1,53.3824,-1.46661
S1 2,53.3815,-1.46786
S1 3,53.3792,-1.47288
S1 4,53.3783,-1.47318
S1 9,53.3812,-1.46534
S2 1,53.3702,-1.42644
S2 2,53.3671,-1.44672
S2 3,53.3641,-1.45845
S2 4,53.3705,-1.46979
S2 5,53.3806,-1.45199
S2 9,53.3815,-1.46369
S3 7,53.3822,-1.47943
S3 8,53.3876,-1.46967
S3 9,53.3938,-1.46641
S4 7,53.3935,-1.4562
S4 8,53.405,-1.44348
S5 0,53.4308,-1.44754
S5 5,53.4233,-1.45414
S5 6,53.4176,-1.44581
S5 7,53.4175,-1.46503
S5 8,53.4168,-1.48131
S5 9,53.4326,-1.47301
S6 1,53.419,-1.50295
S6 2,53.4003,-1.49546
S6 3,53.3916,-1.49046
S6 4,53.4056,-1.51035
S6 5,53.3938,-1.52054
S6 6,53.4006,-1.55124
S6 9,53.4006,-1.49233
S7 1,53.3604,-1.48319
S7 2,53.348,-1.4978
S8 0,53.3476,-1.48515
S8 2,53.3508,-1.48433
S8 7,53.3274,-1.48579
S8 8,53.3367,-1.46911
S8 9,53.3543,-1.47178
S9 1,53.4126,-1.41448
S9 2,53.3987,-1.42934
S9 3,53.3908,-1.43071
S9 4,53.3834,-1.41499
S9 5,53.3913,-1.41351
S9 9,53.3924,-1.43664
S10 1,53.3833,-1.5068
S10 2,53.3775,-1.49551
S10 3,53.372,-1.52358
S10 4,53.3699,-1.55375
S10 5,53.3786,-1.5206
S10 9,53.3792,-1.51617
S11 0,53.3635,-1.50847
S11 7,53.3576,-1.52084
S11 8,53.3668,-1.49641
S11 9,53.3547,-1.51139
S12 2,53.354,-1.42371
S12 3,53.3421,-1.4133
S12 4,53.3477,-1.38802
S12 9,53.3605,-1.42508
S13 7,53.3589,-1.37343
S13 8,53.3654,-1.40149
S13 9,53.3701,-1.37397
S14 1,53.3471,-1.44489
S17 3,53.3248,-1.53311
S17 4,53.319,-1.51993
S17 9,53.3261,-1.51736
S18 1,53.2981,-1.46983
S18 2,53.3051,-1.46388
S18 3,53.3107,-1.45409
S18 4,53.293,-1.43694
S18 5,53.2951,-1.48551
S18 6,53.3025,-1.46783
S18 7,53.282,-1.50194
S18 8,53.3019,-1.49193
S18 9,53.3,-1.4527
S19 5,53.3263,-1.35407
S19 6,53.3418,-1.34935
S20 1,53.3458,-1.34113
S20 2,53.3383,-1.33498
S20 3,53.3303,-1.33717
S20 4,53.3227,-1.3491
S20 5,53.3272,-1.36405
S20 6,53.3399,-1.37576
S20 7,53.3379,-1.35252
S20 8,53.3304,-1.34896
S20 9,53.3324,-1.33893
S21 1,53.3207,-1.31908
S21 2,53.3274,-1.30632
S21 3,53.2977,-1.32602
S21 4,53.3089,-1.36341
S21 5,53.3075,-1.38877
S25 1,53.3876,-1.21899
S25 2,53.3708,-1.20973
S25 3,53.3775,-1.22935
S25 4,53.3611,-1.21949
S25 5,53.3519,-1.22485
S25 9,53.3654,-1.23559
S26 1,53.3573,-1.25663
S26 2,53.3636,-1.30086
S26 3,53.3775,-1.30718
S26 4,53.3657,-1.31501
S26 5,53.3457,-1.27936
S26 6,53.3461,-1.25711
S26 7,53.3206,-1.26476
S30 1,53.2962,-1.65195
S30 2,53.3437,-1.73973
S30 3,53.4388,-1.50693
S30 4,53.4667,-1.48277
S30 5,53.48,-1.59479
S30 6,53.5253,-1.63592
S30 7,53.496,-1.54621
S31 0,53.3633,-1.30431
S31 7,53.3647,-1.21602
S31 8,53.3276,-1.29127
S31 9,53.3043,-1.35879
S32 1,53.3293,-1.65452
S32 2,53.2978,-1.62426
S32 3,53.2702,-1.63159
S32 4,53.2749,-1.65956
S32 5,53.2876,-1.65605
S33 0,53.3521,-1.69285
S33 6,53.3472,-1.72915
S33 7,53.3648,-1.8072
S33 8,53.3448,-1.76851
S33 9,53.3281,-1.74208
S35 0,53.4324,-1.53938
S35 1,53.4593,-1.47513
S35 2,53.4659,-1.47318
S35 3,53.4686,-1.4814
S35 4,53.4722,-1.49236
S35 5,53.4609,-1.46985
S35 7,53.4976,-1.54837
S35 8,53.4429,-1.4953
S35 9,53.4416,-1.46261
S36 0,53.4815,-1.59363
S36 1,53.4802,-1.60063
S36 2,53.478,-1.57967
S36 3,53.4666,-1.59134
S36 4,53.5017,-1.67068
S36 6,53.5231,-1.62842
S36 7,53.5393,-1.6276
S36 8,53.5213,-1.61006
S36 9,53.5238,-1.65151
S40 1,53.2369,-1.43488
S40 2,53.227,-1.43593
S40 3,53.2288,-1.45742
S40 4,53.2438,-1.45486
S40 9,53.2359,-1.43404
S41 0,53.2273,-1.41228
S41 7,53.2428,-1.43017
S41 8,53.2552,-1.44329
S41 9,53.2657,-1.43145
S42 5,53.1908,-1.38305
S42 6,53.1964,-1.42797
S42 7,53.2314,-1.48573
S43 1,53.2563,-1.39583
S43 2,53.2714,-1.39091
S43 3,53.2622,-1.35365
S43 4,53.2785,-1.27336
S43 9,53.2732,-1.32422
S44 5,53.219,-1.34165
S44 6,53.2306,-1.29162
S44 9,53.23,-1.29203
S45 0,53.1716,-1.48399
S45 8,53.1623,-1.36854
S45 9,53.1674,-1.41237
S49 1,53.2352,-1.43482
S60 1,53.4308,-1.36048
S60 2,53.4236,-1.35185
S60 3,53.4143,-1.33632
S60 4,53.4104,-1.32309
S60 5,53.399,-1.36367
S60 8,53.382,-1.37144
S60 9,53.4298,-1.35774
S61 1,53.4333,-1.38274
S61 2,53.4427,-1.41071
S61 3,53.444,-1.39313
S61 4,53.4513,-1.37589
S62 5,53.4666,-1.32705
S62 6,53.4566,-1.34297
S62 7,53.4727,-1.36304
S63 0,53.5447,-1.31291
S63 3,53.5044,-1.32905
S63 5,53.5056,-1.33171
S63 6,53.5033,-1.36148
S63 7,53.5,-1.34061
S63 8,53.5186,-1.31977
S63 9,53.5296,-1.30821
S64 0,53.4983,-1.27731
S64 5,53.4763,-1.30784
S64 8,53.4862,-1.31687
S64 9,53.4961,-1.29551
S65 1,53.435,-1.34605
S65 2,53.431,-1.3341
S65 3,53.4324,-1.31846
S65 4,53.4459,-1.28749
S66 0,53.4239,-1.27569
S66 1,53.419,-1.28051
S66 2,53.4255,-1.28095
S66 3,53.4322,-1.28173
S66 6,53.4236,-1.19589
S66 7,53.4289,-1.19573
S66 8,53.4246,-1.21688
S66 9,53.394,-1.26037
S69 5,,
S70 1,53.5492,-1.47931
S70 2,53.5542,-1.48379
S70 3,53.5437,-1.45157
S70 4,53.5392,-1.46733
S70 5,53.5227,-1.47336
S70 6,53.5468,-1.49395
S70 9,53.552,-1.4826
S71 1,53.5631,-1.4749
S71 2,53.5668,-1.45443
S71 3,53.5801,-1.46599
S71 4,53.5975,-1.45553
S71 5,53.5559,-1.43314
S72 0,53.549,-1.35102
S72 7,53.5761,-1.37901
S72 8,53.5785,-1.41514
S72 9,53.5958,-1.39386
S73 0,53.5161,-1.39442
S73 3,53.5229,-1.39859
S73 8,53.5263,-1.40878
S73 9,53.5352,-1.37999
S74 0,53.5018,-1.44949
S74 8,53.4997,-1.42137
S74 9,53.5026,-1.4402
S75 1,53.5641,-1.50842
S75 2,53.5581,-1.50051
S75 3,53.5316,-1.51228
S75 4,53.5543,-1.5644
S75 5,53.5854,-1.52946
S75 6,53.5861,-1.50244
S80 1,53.306,-1.12546
S80 2,53.3011,-1.11148
S80 3,53.2958,-1.1458
S80 4,53.2742,-1.20883
S80 7,53.3128,-1.12792
S80 9,53.3043,-1.12282
S81 0,53.3188,-1.10855
S81 7,53.3218,-1.1284
S81 8,53.3471,-1.13839
S81 9,53.3612,-1.12051
S95 1,53.4153,-1.40907
S96 5,53.403,-1.42703
S97 3,53.4977,-1.34314
S98 1,53.4042,-1.43108
S98 6,53.3929,-1.44718
S99 1,53.4042,-1.43106
S99 2,53.4043,-1.43099
S99 3,53.4043,-1.43101
SA1 1,51.6278,-3.93839
SA1 2,51.6357,-3.93861
SA1 3,51.6207,-3.94479
SA1 4,51.6195,-3.95485
SA1 5,51.6231,-3.94688
SA1 6,51.6282,-3.95456
SA1 7,51.6436,-3.91208
SA1 8,51.6233,-3.91904
SA1 9,51.6425,-3.92782
SA2 0,51.6233,-3.96954
SA2 6,51.6259,-3.9488
SA2 7,51.6221,-4.02143
SA2 8,51.6158,-3.98883
SA2 9,51.6231,-3.98679
SA3 1,51.5857,-4.20113
SA3 2,51.5758,-4.08164
SA3 3,51.5796,-4.03971
SA3 4,51.5752,-4.00192
SA3 5,51.5863,-4.00639
SA3 9,51.6102,-3.96227
SA4 0,51.7209,-4.05402
SA4 1,51.6998,-4.02825
SA4 2,51.6686,-4.0472
SA4 3,51.6395,-4.075
SA4 4,51.6681,-4.03932
SA4 5,51.6663,-4.01697
SA4 6,51.6635,-4.05538
SA4 8,51.712,-4.03281
SA4 9,51.6755,-4.00638
SA5 4,51.6445,-3.99669
SA5 5,51.6499,-3.97422
SA5 7,51.6645,-3.96011
SA5 8,51.6395,-3.96026
SA5 9,51.6465,-3.94697
SA6 5,51.7003,-3.89782
SA6 6,51.6743,-3.9297
SA6 7,51.6631,-3.93711
SA6 8,51.6576,-3.92477
SA7 0,51.6707,-3.90031
SA7 4,51.7044,-4.70626
SA7 9,51.6621,-3.89127
SA8 3,51.7161,-3.83469
SA8 4,51.7243,-3.8537
SA8 9,51.7219,-3.84572
SA9 1,51.7855,-3.74316
SA9 2,51.7763,-3.79929
SA9 5,51.7219,-3.84573
SA10 6,51.6563,-3.84573
SA10 7,51.6713,-3.82001
SA10 8,51.6973,-3.77563
SA10 9,51.7729,-3.69289
SA11 1,51.6587,-3.80431
SA11 2,51.6418,-3.81705
SA11 3,51.661,-3.78869
SA11 4,51.7045,-3.70921
SA11 5,51.7454,-3.62869
SA11 9,51.6617,-3.80692
SA12 6,51.5947,-3.79996
SA12 7,51.6032,-3.81871
SA12 8,51.6138,-3.80108
SA12 9,51.623,-3.75725
SA13 1,51.5936,-3.77952
SA13 2,51.5812,-3.74971
SA13 3,51.6569,-3.63451
SA13 9,51.5927,-3.77927
SA14 6,51.7762,-4.1038
SA14 7,51.8023,-4.08844
SA14 8,51.6986,-4.12198
SA14 9,51.6792,-4.11545
SA15 1,51.6796,-4.15449
SA15 2,51.6732,-4.16109
SA15 3,51.6863,-4.1594
SA15 4,51.6934,-4.18204
SA15 5,51.7623,-4.18912
SA15 9,51.6807,-4.16674
SA16 0,51.689,-4.25428
SA17 4,51.7371,-4.26993
SA17 5,51.7719,-4.30122
SA18 1,51.7991,-3.88925
SA18 2,51.7985,-3.9712
SA18 3,51.7957,-4.0121
SA18 9,51.7917,-3.98439
SA19 0,51.8914,-3.98848
SA19 6,51.8817,-3.98597
SA19 7,51.9555,-4.0032
SA19 8,52.0225,-3.93786
SA19 9,51.9165,-3.85535
SA20 0,52.0094,-3.78799
SA20 9,51.9937,-3.79172
SA31 1,51.8595,-4.30849
SA31 2,51.8564,-4.29204
SA31 3,51.8535,-4.3231
SA31 9,51.851,-4.30552
SA32 7,51.9193,-4.18242
SA32 8,51.8486,-4.15955
SA33 4,51.7975,-4.49767
SA33 5,51.8296,-4.40435
SA33 6,51.9225,-4.38985
SA34 0,51.8511,-4.61822
SA35 0,51.9736,-4.56047
SA36 0,51.9578,-4.60871
SA37 0,52.018,-4.59473
SA38 9,52.0415,-4.47
SA39 9,52.0205,-4.24866
SA40 9,52.0851,-4.16952
SA41 3,51.9984,-4.70453
SA42 0,52.0156,-4.8533
SA43 1,52.0922,-4.6478
SA43 2,52.0883,-4.5851
SA43 3,52.0749,-4.6861
SA43 9,52.0827,-4.65716
SA44 4,52.0672,-4.31754
SA44 5,52.0497,-4.38902
SA44 6,52.1519,-4.4159
SA44 9,52.0578,-4.34276
SA45 9,52.2056,-4.35799
SA46 0,52.2297,-4.24503
SA47 0,52.1907,-4.29668
SA48 7,52.1371,-4.1347
SA48 8,52.1503,-4.08788
SA48 9,52.1274,-4.09506
SA61 1,51.7956,-4.97569
SA61 2,51.8042,-4.97219
SA61 9,51.793,-4.97858
SA62 3,51.76,-5.08139
SA62 4,51.7896,-4.92792
SA62 5,51.9147,-5.0216
SA62 6,51.8711,-5.15814
SA63 4,51.8703,-4.86193
SA64 0,52.0019,-5.01096
SA65 0,51.9961,-4.97749
SA65 9,51.9884,-4.96997
SA66 7,51.8774,-4.74483
SA67 7,51.8035,-4.73456
SA67 8,51.7762,-4.73355
SA67 9,51.8,-4.74345
SA68 0,51.731,-4.76524
SA69 9,51.7097,-4.70674
SA70 7,51.6655,-4.71846
SA70 8,51.6796,-4.7545
SA70 9,51.6728,-4.70325
SA71 4,51.6769,-4.9174
SA71 5,51.6629,-4.94732
SA72 4,51.6954,-4.89124
SA72 6,51.6915,-4.94348
SA72 9,51.6937,-4.94156
SA73 1,51.7179,-4.97346
SA73 2,51.7162,-5.03173
SA73 3,51.7171,-5.04871
SA73 9,51.7362,-5.01917
SA80 8,51.6479,-3.92426
SA99 1,51.67,-3.94545
SE1 0,51.5014,-0.0969102
SE1 1,51.5004,-0.0913855
SE1 2,51.5002,-0.0777002
SE1 3,51.4981,-0.0807335
SE1 4,51.4963,-0.085985
SE1 5,51.4909,-0.0754841
SE1 6,51.4953,-0.0954236
SE1 7,51.4966,-0.107247
SE1 8,51.5015,-0.103351
SE1 9,51.5018,-0.0918339
SE1P 4,51.4928,-0.0801513
SE1P 5,51.4928,-0.0801512
SE1P 6,,
SE2 0,51.486,0.114357
SE2 8,51.4985,0.104454
SE2 9,51.4947,0.11527
SE3 0,51.4677,0.011631
SE3 3,51.4662,0.0100947
SE3 7,51.4759,0.0140493
SE3 8,51.4701,0.0306087
SE3 9,51.4624,0.0167994
SE4 1,51.4614,-0.0322529
SE4 2,51.4619,-0.038875
SE4 9,51.4634,-0.0356534
SE5 0,51.4795,-0.0953199
SE5 5,51.4738,-0.0947062
SE5 7,51.4766,-0.0894012
SE5 8,51.4696,-0.0884668
SE5 9,51.4712,-0.0984077
SE6 1,51.4394,-0.00509373
SE6 2,51.4393,-0.0162641
SE6 3,51.431,-0.0215149
SE6 4,51.4424,-0.0262043
SE6 9,51.439,-0.0200326
SE7 7,51.4843,0.0274716
SE7 8,51.4859,0.038459
SE7 9,51.4894,0.018001
SE8 3,51.4838,-0.0267177
SE8 4,51.4758,-0.0252871
SE8 5,51.4848,-0.034781
SE8 9,51.4812,-0.0257255
SE9 1,51.4562,0.0569254
SE9 2,51.4468,0.0717017
SE9 3,51.4348,0.0619585
SE9 4,51.4339,0.0447742
SE9 5,51.4481,0.0469342
SE9 6,51.4575,0.0447551
SE9 9,51.4498,0.0526889
SE10 0,51.4909,0.011081
SE10 1,51.4894,0.0180006
SE10 8,51.4767,-0.00876626
SE10 9,51.483,-0.0035671
SE11 4,51.4896,-0.105419
SE11 5,51.4874,-0.11276
SE11 6,51.4923,-0.112654
SE11 9,51.4892,-0.0984483
SE12 0,51.4429,0.0222274
SE12 2,51.4498,0.0526918
SE12 8,51.4534,0.0221785
SE12 9,51.4412,0.0307385
SE13 5,51.4594,-0.00487897
SE13 6,51.4548,-0.00948287
SE13 7,51.4632,-0.0158389
SE13 9,51.4592,-0.0133489
SE14 5,51.4752,-0.0470772
SE14 6,51.4758,-0.0383721
SE14 9,51.4746,-0.0455125
SE15 1,51.4791,-0.0617103
SE15 2,51.4731,-0.0607967
SE15 3,51.4646,-0.0596897
SE15 4,51.4676,-0.0706651
SE15 5,51.4736,-0.0715278
SE15 6,51.4788,-0.0752018
SE15 9,51.4718,-0.0709195
SE16 1,51.5003,-0.0416513
SE16 2,51.4926,-0.0553997
SE16 3,51.491,-0.0659173
SE16 4,51.4981,-0.0653605
SE16 5,51.5017,-0.0485548
SE16 6,51.5,-0.0476855
SE16 7,51.4962,-0.049647
SE16 9,51.4928,-0.0801501
SE17 1,51.4908,-0.0934259
SE17 2,51.4872,-0.0899219
SE17 3,51.4872,-0.100199
SE17 9,51.4892,-0.0984481
SE18 1,51.4869,0.0873268
SE18 2,51.4791,0.0862274
SE18 3,51.4792,0.0687407
SE18 4,51.4782,0.0559605
SE18 5,51.4908,0.0549258
SE18 6,51.4902,0.0682001
SE18 7,51.4871,0.0760582
SE18 9,51.4898,0.0708496
SE19 1,51.422,-0.0836552
SE19 2,51.4156,-0.0799819
SE19 3,51.4171,-0.0914999
SE19 9,51.4189,-0.0833138
SE20 7,51.4128,-0.0548516
SE20 8,51.4131,-0.0615704
SE20 9,51.4152,-0.0537313
SE21 7,51.4426,-0.0846932
SE21 8,51.4364,-0.0904498
SE21 9,51.4364,-0.0871607
SE22 0,51.4521,-0.0680857
SE22 2,51.4542,-0.0729246
SE22 8,51.4554,-0.0765471
SE22 9,51.4564,-0.0720795
SE23 1,51.4437,-0.0452042
SE23 2,51.4366,-0.0474848
SE23 3,51.4412,-0.0554784
SE23 9,51.4367,-0.0532005
SE24 0,51.4581,-0.102244
SE24 4,51.4738,-0.0966246
SE24 9,51.4532,-0.098785
SE25 4,51.3988,-0.0717709
SE25 5,51.3945,-0.0767416
SE25 6,51.4001,-0.0830538
SE25 9,51.3995,-0.0799848
SE26 4,51.4296,-0.0520527
SE26 5,51.4249,-0.0467544
SE26 6,51.428,-0.0624329
SE26 9,51.4298,-0.0584106
SE27 0,51.4295,-0.104381
SE27 7,51.4296,-0.099367
SE27 9,51.4315,-0.0987676
SE28 0,51.4975,0.0906581
SE28 8,51.5043,0.114299
SE28 9,51.4985,0.104454
SE99 7,51.4782,-0.081697
SG1 1,51.9005,-0.197204
SG1 2,51.9046,-0.213598
SG1 3,51.9106,-0.20268
SG1 4,51.9206,-0.190057
SG1 5,51.9127,-0.184867
SG1 6,51.9244,-0.176899
SG1 9,51.8962,-0.202909
SG2 0,51.9067,-0.174267
SG2 7,51.9062,-0.145897
SG2 8,51.8837,-0.179714
SG2 9,51.8943,-0.174643
SG3 6,51.8613,-0.182461
SG4 0,51.9557,-0.259812
SG4 7,51.9339,-0.235888
SG4 8,51.8741,-0.276752
SG4 9,51.9445,-0.268156
SG5 1,51.9521,-0.276237
SG5 2,51.9512,-0.285057
SG5 3,51.9654,-0.325639
SG5 4,52.0065,-0.236046
SG5 9,51.9164,-0.231102
SG6 1,51.9834,-0.213915
SG6 2,51.9713,-0.210421
SG6 3,51.9746,-0.229232
SG6 4,51.9866,-0.23353
SG6 9,51.9805,-0.213821
SG7 2,51.9073,-0.158154
SG7 5,52.0216,-0.174153
SG7 6,51.9864,-0.182399
SG8 0,52.089,-0.0916446
SG8 1,52.058,-0.0323922
SG8 5,52.0722,-0.0326397
SG8 6,52.0899,0.0171278
SG8 7,52.0659,0.0139157
SG8 8,52.0234,0.0394599
SG8 9,52.0405,-0.0287529
SG9 0,51.9518,0.00863335
SG9 9,51.9295,-0.0259792
SG10 6,51.8429,0.0657523
SG11 1,51.8713,0.00104364
SG11 2,51.8833,0.0567624
SG12 0,51.8293,-0.0435748
SG12 4,51.8058,-0.0228064
SG12 7,51.815,-0.0141543
SG12 8,51.8004,0.0183038
SG12 9,51.8056,-0.0267451
SG13 6,51.798,-0.014685
SG13 7,51.7954,-0.058948
SG13 8,51.7787,-0.0882433
SG13 9,51.7952,-0.0748142
SG14 1,51.7968,-0.0791209
SG14 2,51.8028,-0.104009
SG14 3,51.8176,-0.0897844
SG15 6,52.0115,-0.262154
SG16 6,52.0135,-0.299119
SG17 5,52.0353,-0.331935
SG17 9,52.036,-0.356728
SG18 0,52.0912,-0.259618
SG18 1,52.0859,-0.262479
SG18 8,52.0837,-0.248705
SG18 9,52.0737,-0.287368
SG19 1,52.1305,-0.29069
SG19 2,52.1332,-0.243146
SG19 3,52.159,-0.188298
SG19 9,52.1286,-0.288537
SK1 1,53.4107,-2.15864
SK1 2,53.4142,-2.14908
SK1 3,53.4051,-2.15598
SK1 4,53.4052,-2.14359
SK1 9,53.407,-2.16043
SK2 5,53.3975,-2.1244
SK2 6,53.3978,-2.14969
SK2 7,53.3912,-2.13993
SK2 9,53.4076,-2.16156
SK3 0,53.4023,-2.18044
SK3 3,53.4076,-2.16156
SK3 8,53.395,-2.16214
SK3 9,53.4021,-2.16994
SK4 1,53.4149,-2.1658
SK4 2,53.4141,-2.17866
SK4 3,53.414,-2.19487
SK4 4,53.4203,-2.18267
SK4 5,53.4298,-2.17403
SK4 9,53.4076,-2.16156
SK5 6,53.4405,-2.15872
SK5 7,53.4255,-2.15811
SK5 8,53.4281,-2.13607
SK5 9,53.4076,-2.16156
SK6 0,53.419,-2.1012
SK6 1,53.4243,-2.09868
SK6 2,53.4217,-2.11543
SK6 3,53.4115,-2.10119
SK6 4,53.416,-2.08412
SK6 5,53.4029,-2.04548
SK6 6,53.3969,-2.07012
SK6 7,53.3882,-2.0632
SK6 8,53.3688,-2.07622
SK6 9,53.3931,-2.06331
SK7 0,53.3564,-2.16551
SK7 1,53.3535,-2.16711
SK7 2,53.363,-2.16178
SK7 3,53.3729,-2.1625
SK7 4,53.3816,-2.11845
SK7 5,53.377,-2.13318
SK7 6,53.3729,-2.11343
SK7 9,53.3879,-2.13218
SK8 1,53.3913,-2.21687
